content,app
need more work,Al Habib
unable to do biometric verification,Al Habib
Pathetic slow app. Never works when you need it. always gets blocked,Al Habib
otp jldi nhi ata 5 din sy try kr rahi ho,Al Habib
service is not working properly,Al Habib
both he bekar application ha..,Al Habib
Login issues bad experience😡,Al Habib
use less app,Al Habib
My experience with bank alhabib is great. im using this app since 2022,Al Habib
"what the hell is this ... every 6 month after need biometric . i am unable to open app .got ""biometric "",kindly stop foolish act .don't like, very disgusting app status .hat it .... you're not deserve any single star. i need e statement i 30 time send email please give me . they are not responding and says visit branch . why you send me foolish email ? which i dont need",Al Habib
"The newest update requires biometric logging which does not work. The app keeps switching back to the ""perform biometric"" screen and does not proceed. device redmi13",Al Habib
"worst mobile banking app ever! takes too long to login and most of the time, it does not even respond at all. unable to transfer money, an unknown error while transferring. Work on your mobile app. Have some good developers. This is exhausting!",Al Habib
Works slow and I am unable to transfer money whenever needed pathetic,Al Habib
fix your problem too much slow app,Al Habib
the last update totally screwed the application and the timing made it more critical,Al Habib
"At least Bank Alhabib changed its mobile banking App. Better than the previous one (AGILE APP). But still needs a lot of improvements. This app doesn't support dark mode, so text on many of the pages are not visible. Way to go Bank Alhabib, please resolve this issue.",Al Habib
"Currently your app is not working in Iraq, since 3 days I tried to open the App but Error message is appearing ""Unable to connect the server"", I tried to open app on multiple mobiles but same message is appearing again and again. Please resolve this issue as soon as possible",Al Habib
Not Working Properly,Al Habib
very slow taking days to send otp,Al Habib
"After updating the app, it is giving a ""no account available"" error. Do proper QA before pushing new release.",Al Habib
worst banking mobile app very disappointed,Al Habib
"One Of the Worst Banking Application. Login Issues, Sending, issues almost every type of issues you will face here",Al Habib
since one whole day my app is not working? can you please confirm whats the issue? Eid is ahead and now is fhe time it should be mostly available.,Al Habib
"Wow, what an incredible user interface – if the goal was to make everything as complicated and unusable as possible. Truly a masterpiece of overengineering, all in the noble name of “security.” I recently moved from Meezan Bank thinking I’d get an upgrade... but joke’s on me! Compared to this, Meezan and even UBL feel like Silicon Valley innovations. If confusion, frustration, and regret had a baby, it would be this app. Brilliant work, really.",Al Habib
pathetic aap 😡,Al Habib
very help ful,Al Habib
"This application's performance is very poor. First of all, it's such a hassle to log in. Even after updating it, the same issue keeps popping up again and again — ""Unable to connect to the server."" I've been facing this problem for the past hour.",Al Habib
trash app hire better designer and developer,Al Habib
"This app is just a blunder, Always show errors",Al Habib
galiyan khane wali hrkat kri he app sahi chal rhi thi 2 june ka galiyan khane ke liye update ai,Al Habib
app chalne mein bahut slow hai,Al Habib
it the emergency time all time not working properly please updatee very slowly,Al Habib
worst experience.. app not working,Al Habib
"3rd class app, never works, always broken and not working, cheap 3rd class application",Al Habib
App improved 👏 now it seems reliable fixed lot of issues.,Al Habib
worst ever experience in any banking app. Very very bad experience. I don't want to suggest anyone to use this application.,Al Habib
worst ever banking app platform.,Al Habib
The new update is awful. it's not working,Al Habib
"""Access denied. User does not have permission to perform this action"" I tried to transfer my money..",Al Habib
"worst app I have ever used , I am unable to transfer the amount from the last 8 hours",Al Habib
1.0.58 Update is a very very bad update.Nothing is working on my app perfectly. everything got too slow 😤😤😤.,Al Habib
I can not able to install app it downloaded and then cancel automatically,Al Habib
"This app is full of glitches and error. I face more than 10 times problem a month with transaction. Not even have option to recharge network like zong, ufone,etc.",Al Habib
"worst app , even ATM receipt 🧾 is not showing balance. If balance is marked or not showing. What is the purpose of this.Worst it dev and business team.",Al Habib
slowest app ever,Al Habib
"after today's update, the app is not working. worst banking app in 2025",Al Habib
more best then,Al Habib
app update hokr install Nahi horahi hai... bar bar update Ka option arha hau,Al Habib
not working 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,Al Habib
"3rd class out dated UI, they can learn a thing or two from UBL and Meezan Bank apps. utterly disappointed from the user experience.",Al Habib
3rd Class Mobile banking app Ever seen. everytime there is error when open app. very pathetic 😔,Al Habib
bikar Sirvece ha Bank all habib ma khud se peyemnt cut Hoti ha ma ne aik week pahle account open kia 3450 cute gye or koi sunta hi ni tha is liye aj band karwa dia account 🙏🏽😠,Al Habib
Pakistan's Worst internet Banking Platform. Even slower than a turtle 🐢🐢🐢 . . . They took the lesson of slow and steady wins the race very seriously. Jesi thaki physical service in banks wesi hi thaki Online banking.,Al Habib
Worst mobile application firslty app is not working also have login problems inshort very bad experience,Al Habib
"Very pathetic Mobile App i have ever used. When I click on the User Guide option then its hanged the mob and when i try to complain and call on help line number, they asked me to wait for 20 minutes and i was in 24 number. Furthermore, making Internet Mobile App is also the worst experience due to multiple security verifications. Plz don't open acct in BAH.",Al Habib
Need to more improvement. Many times very slow working. Many times taking more time for open. 3rd class application.,Al Habib
"VERYY Garbage app, Not any real-time content or dataa absolutely pathetic just like the Bank. WORST BLOODY APP ON PLANET EARTH JESUS. I MADE IT 1 STAR NOW",Al Habib
"update is showing but the app didn't do anything, not start the update..........",Al Habib
BAHL app is out dated plz update as per standard other banks app like HBL or UBL...,Al Habib
fingerprint doesn't work.,Al Habib
"V bad, its too irritating",Al Habib
"currently, my mobile app is not working on mobile data. what's wrong with this.",Al Habib
koi madad kr skta ha bank acount log in nh ho ra mera sb kuch kr chuki hu but agay sy phr invalid username or user id ata ha log in hi nh ho ra,Al Habib
"The app is user-friendly, secure, and fast. Fund transfers, bill payments, and account management are seamless. Biometric login and real-time alerts make banking simple and reliable on the go.",Al Habib
"Unusable and infuriating. Al Habib’s app is a disaster. It constantly freezes, fails to load, crashes randomly, and doesn't send OTPs when needed. Even when I enter correct info, it says “invalid account.” I just want to send money, not suffer. Every day is a new error. JazzCash and NayaPay work flawlessly — this app feels like it’s from the Stone Age. Fix it or shut it down. Total embarrassment.",Al Habib
Very good app ☺️,Al Habib
So ridiculous. Over a month now the biometric login is not working.,Al Habib
very poor application . mostly down. can't do transaction mostly. works for only 10 to 12 days a month,Al Habib
fazool JB biometric hogya phr again again bio matric per le jarehe ha app,Al Habib
I know there would not be any value of my review but I am doing ..it was good but now even we are unable to do transactions ...it's keep bugging buffering I don't know what to say but very bad now,Al Habib
WORST BANKING APP EVER. please learn user interface making from HBL or Meezan. Spend some bucks .,Al Habib
"""This is a very bad app. There's a lot of trouble creating an account on it. Whenever you try to create or reset a password, the app gets stuck. This is a very poor app. My advice is not to open an account with this bank.""",Al Habib
UI/UX is not top notch,Al Habib
It's good step.,Al Habib
"Please add a ""Share Screenshot"" option immediately after completing a money transfer. Currently, there is no built-in feature to share the transaction confirmation screenshot directly from the app. Users have to take a manual screenshot, crop it, and then share it — which is time-consuming. Many other banking apps like UBL and Meezan have already added this useful feature, making it easy for users to quickly share payment proof. Adding this will greatly improve the user experience.",Al Habib
my experience is very very bad with this app this is too much frustrating and not helpful yet! i make account with the right username and password but when i try to login there is unexpected errors please working on this and make app reliable for everyone,Al Habib
"worst bank and worst banking app ever found on planet. Too many issues, too many hurdles after opening app. Management should learn and copy mbl app that's all. Pathetic system Account Closed, due to this sluggish and unreliable system",Al Habib
I have download this app for the first time and want to enter into it but my biometric didn't work will I have also visited to near branch of bank Al habib but they said it's will sought out in some days but it takes long period of time so kindly fix this error and modified it for the users we will be thankful to you.,Al Habib
"Plz upgrade the App it is too slow and not good interface,do a big app update",Al Habib
"Honestly, I'll never recommend this bank to anyone. it's the most frustrating bank ever.",Al Habib
bad experience not updated very slow,Al Habib
Hands down the worst mobile banking app ever. Kudos to the incompetent team at BAHL 👍,Al Habib
app always crashes,Al Habib
new device registered ni ho ri,Al Habib
"I had a good experience with the app since many years. However I started receiving ""Unable to connect to server"" error randomly from past several days. I tried restarting and reinstalling the app many times. The issue becomes critical when you've an urgent transaction. Please resolve.",Al Habib
worst bank ever,Al Habib
"pathetic app, every time I try to open it gives an error... and while transfer of funds the same issue",Al Habib
"asalam u alaikum dear sir, ye application bhut hi ziyada gaya guzra hy ap logo ka,mujhy ye issue araha hy k meri registration hi nhi ho rahi hy kehty hy k ap ka email address ghalat hy halanky mujhy mail or sms k through transaction k sms mosool ho rhy usi email address per, pir branch numaidy se batt huwi wo kehta k hamari taraf se bilkul okay ye upper se issues araha hy uno ne kaha k ap complain karry me ne mail k through complain ki us ko 10 din ho gaye hy koi jawab nhi aya,",Al Habib
this is a loop first my account is locked i have unlocked it then i reset my password while resetting it gives error then i call support but they are rude and asked me to go to bank then i have gone there they said go to your home and open app by calling support team,Al Habib
"they don't even know how to run a BANK, pathetic staff, Poor service, neglected customer, 0 response on helpline.",Al Habib
"Worst Banking app that I have ever used in my life, Doesn't even qualify for 1 star, You should work on app UI/UX pleaseeee, It would be a great favor on your customers",Al Habib
Best Bank Best customer service Excellent,Al Habib
hm good services.,Al Habib
Please update this app or introduce new features in it The most useless app Extremely slow. Sometimes there is a problem with OTP-in and sometimes not,Al Habib
the UI could be improved a bit. Otherwise great app. it's gotten better over time.,Al Habib
"zero Play store to add Zero star as well. A customer has to execute the transaction from the BAHL RDA, and then he/she has to perform ( or ""report"") that transaction by logging into the AL Habib Funds app and fill the purchase form and attach the payment proof. So, if the customer (for some reason) couldn't perform the report action for a month, so that payment would stand as non-reported. Sorry I am not able to grasp this, why there are so many steps involved in this. I opened this account",Al Habib
very good app,Al Habib
app is extremely disappointing I have to send money to someone and trying from 1 hour app not working ist it was causing issues to login and then after opening app 😕 I was not able to send money becoz when I click to send money to the page was blank again and again and I am still facing issue extremely useless 😔😒,Al Habib
100% secour app,Al Habib
bad experience with this app,Al Habib
"i trying register to more then 10 times but all time "" incorrect captcha""",Al Habib
"I am facing a lot of issues while logging in, I am getting maximum device error. Please solve my problem.",Al Habib
"Kindly add a feature to download or share receipt screenshot of paid bills like SSGC, KE, etc. This is necessary for proof and record.",Al Habib
bad application facing difficulty even in reseting user name / password,Al Habib
"very disappointed!! i m trying to login my account like 3 days straight and error pops up invalid username or password even i did not change anything, username and password are same like All the time but didn't logging in. . . and nor the OTP is coming to mail or num for reset username or password if i want to this to solve my problem. . . what is this i can't even use services in my emergency situation. . . what kind of services are these?",Al Habib
worst experience waste time 3 attempt blocked id,Al Habib
farig App hai,Al Habib
"Some features are missing, like the ability to view the receipt and share the receipt directly via WhatsApp.",Al Habib
best Mobile app .So easy to use,Al Habib
A lot needs to be done to improve the user experience.,Al Habib
very nice strongly recomended,Al Habib
Most ridiculous and painstaking experience. I wonder if this app is to ease customer's problems or to give them more pain and anxiety. Hats off to the person who has developed. I have various accounts and have not been so disgusted as I am for now as my maiden usage of the app,Al Habib
extremely disappointed 😔,Al Habib
very bad performance,Al Habib
everything is good. but there should be an option to have the screenshot built in. not using the device screenshot capability,Al Habib
I have been out of Pakistan for a few days and my digital banking is not working at all. It was fine at first but with the new update it has disappointed us a lot.I have transferred money to my Bank Al Habib account and the Bank Al Habib application is not even opening yet.,Al Habib
Badtareen App Hai Totally Time west 👎,Al Habib
says username/password incorrect. and successful login via web with the same credentials. always a waste of time for users.,Al Habib
I am not able to upload the pictures of my cnic I tried my best to open digital bank account but after trying multiple times all the results in vain,Al Habib
A pathetic and worst app ever i had seen in Pak. اس ایپ پہ بینک کا یہ حال ہے کہ بارہا درخواست کرنے کے باوجود مسلہ حل نہیں کر سکے۔ تو سوچیں بینکنگ سروس کتنی اچھی ہو گی۔ اردو میں کمنٹس اس لیئے لیکھ رہا ہوں تاکہ ریڑھی والے کو بھی پتہ ہو کہ اس بینک سے دور رہنا ہے۔۔۔ it is to adviseed Al-Habib authorities to open one Hardware shop instead of this. GoodBye Al-Habib,Al Habib
Very disapointed No option For mobile sim packages,Al Habib
bugs bugs and bugs,Al Habib
intihai gatya service or app he al habib ki hr wqt loading or time bhi boht lgta he paisy transfer me,Al Habib
"Need to work on your UI/UX. App interface is confusing, and many options does not work",Al Habib
"worst experience with this bank, unable to transfer funds, it says invalid account from, permission denied, access denied and stuff like this.",Al Habib
khuda ka nam hai itna bara bank hai itne level ka bank hn lakin digital wise fail very very bad experiences. Kindly apni app ko bhi update kiye kareinnn,Al Habib
This app is literally the worst and cheapest thing I've ever seen. Whoever made it must be a cheap person with no regard for quality. It's like they threw something together just to collect some quick cash.,Al Habib
very bad services slow whenever i try to confirm my transaction it automatically logout my account so I can't get the receipt and money get deducted,Al Habib
"worst app, I am trying to login but again and again it crashes.",Al Habib
"not open my alhabib app,,, what can do it",Al Habib
it's best Mobile app,Al Habib
"some time, an error occurred and not sorted out timely, which is why I am unable to log in to my account",Al Habib
bad 😞 con actions 😔 app chalti he nae jaldi zyada tar to conaction error he ata he server was unsuccessful rehta he,Al Habib
Mera ak mashvra ha ka is app k andr screenshot ka option hona chahya payment ki slip ka,Al Habib
Many problem in login... much complicated.. don't like such a pathetic app.... 😐,Al Habib
unable to connect server creating login issue,Al Habib
very bad experience 😞,Al Habib
Excellent Features and advanc to other banks app,Al Habib
login errors all the time.,Al Habib
Not proper working Just time waste,Al Habib
Everything is going well. but now a days it's difficult to pay a bill (Electricity) no account has shown to paid a bill. I re downloaded the app but it has same issue continually. please help to solve this issue.,Al Habib
app is not working error,Al Habib
"This app mostly displays the error message ""Connot connect to server"". and 2nd error I am facing while logging in. is ""Unable to fetch current location"" even if I allow location access permission.",Al Habib
"it's gud now a days.. jb b network issue hotahy on nhi hota phr jb resolved ho issue tu hang hojata open nhi hota, delet krna prta",Al Habib
not so good,Al Habib
kindly update utility bills on the month of April special water bill,Al Habib
useless app hy ! ek mahine se register hone ki koshish kr raha hu kuch nahi ho raha bank staff ko bhi problem ka kuch pata nhi. har bar ek hi error deta hy koi faida nhi lgta he bank hi change karna parega app k bina to kam mushkil hy bht ajkal.,Al Habib
please vist Meezan Bank app for seamless and easy mobile applications. . your app is so difficult to use,Al Habib
پاکستان کا نمبر ون بینک الحبیب,Al Habib
"It's the worst app, resetting doesn't do anything.",Al Habib
"worst experience. I've been facing issues regarding login. Basically, it's a faulty app. Other banks' apps don't make problems they easily log in and never have 3 attempt options. It's worse ! when we put a right one username and password, but it's showing invalid so mainly putting correct user and password 3 times but they blocked your account like seriously bro there's nothing issue but your app is an error. improve your app coding so none can face those problems",Al Habib
its not helpful at all,Al Habib
ok for me,Al Habib
I strongly do not agree with this bank unreliable non serious never paid my salary on time v v bad,Al Habib
Disappointing. app is very slow and often require updates when you're in a hurry for urgent transactions...,Al Habib
very very helpful mob app thanks B.ALHABIB,Al Habib
"pathetic app, has alot of bugs that customer care service doesn't even know how to solve. They simply ask you to delete the app and reinstall.",Al Habib
biometric finger verification is not working,Al Habib
Worst App Ever,Al Habib
very poor service How many times have I called their call center and complained that my app is not registering? Please solve this problem. But the people sitting in your call center are very unprofessional. They are not good at serving their clients.,Al Habib
I can't even registered here. how much it stuck. please if you consider yourself something at least solve this problem,Al Habib
very bad 😔 not work properly it's time wasting app improve your colander,Al Habib
Extremely disappointed. Outdated app with so many glitches. The Captcha keeps on repeating and won't allow to register.,Al Habib
need to improve your app bank Al habib very slow and sometimes error.otherwise I will change my bank,Al Habib
upgrade the app its not seems to be a bank app its outdated re design it like professional smooth costumer friendly,Al Habib
love you 🤟😘,Al Habib
very very nice,Al Habib
this AP isn't open in my phone plz help,Al Habib
Regretting opening account in this bank from HBL as your online app always has issues in it,Al Habib
error unable connect to the server issue aa rha ha,Al Habib
"This is a very advanced digital app from Bank Al Habib, through which I can do my transactions and bills etc. easily, I can do everything in less than a minute",Al Habib
banking app is not doing work,Al Habib
"pathetic application,I am using alhabib bank application they ask for biometric for login..I have tried 100 times biometric is successful but no sign in to application..assist please",Al Habib
when I open app but can't show name and password after 10 says unable account server,Al Habib
I'm trying to connect via mobile data but it shows unable to connect to the server. only it can be connected via WiFi only .. that is pathetic..,Al Habib
why it need Bio metric after some time ?.,Al Habib
worst banking app.,Al Habib
بینکنگ کا انتہائی مایوس کن تجربہ مجھے بینک الحبیب سے مایوسی کے سوا کچھ نہیں ملا۔ ان کا نیٹ بینکنگ سسٹم پرانا، سست، اور ناقابل اعتبار ہے- آدھے وقت، یہ ٹھیک سے کام نہیں کرتا۔ موبائل ایپ ایسا محسوس کرتی ہے جیسے یہ ایک دہائی پہلے کی ہے، خرابیوں سے بھری ہوئی ہے اور ناقص ڈیزائن کیا گیا ہے۔ ہیلپ لائن ایک مکمل آفت ہے۔ طویل انتظار کے اوقات، غیر مددگار عملہ، اور مسائل کا کوئی حقیقی حل نہیں۔ مسائل کو حل کرنے کے بجائے، وہ آپ کو ری ڈائریکٹ کرتے رہتے ہیں، بینکنگ کو ایک تھکا دینے والا تجربہ بناتے ہیں۔ غیر ذمہ,Al Habib
I love it,Al Habib
"It is one of the most worst app. It is never work properly. You need hire someone who develop your app professionally quick and easy. You have large number of customers if you can't make one in this era. People will move love. Check Askari bank app and other bank. They are super fast quick, efficient and more reliable. You need to learn from them and develop something like that. It is digital era if you leave behind. People will leave your bank.",Al Habib
application is very slow. stuck on payment transfer,Al Habib
Good warking aap,Al Habib
al Habib bank app was at the same time very lagging. So please kindly update your app for better experience 🙏🏻.,Al Habib
alhabib charge so much for visa card but their visa card is not valid for online transactions to other banks like ubl or MCB.,Al Habib
Is se zyda gahtia app ban nhi sakti thanx bank Al habib... Time wasting 3rd class banking With Al habib...,Al Habib
Actually I like to Give MINUS 5. Very Disappointed by the service of bank alhabib support. It's more than 4 days unable to login bank app. The reply from the support was a Total lie. They never contacted me. Helpline of alhabib is the worst worst worst of all the help lines. Actually I want to give ------ MINUS 5 to alhabib,Al Habib
"No option is available in the app to deactivate the ""log in with pattern"" security feature. very frustrating experience, please upgrade your app by making available this option. Also, add feature of booking term deposits online through this mobile app similar to that of Bank Alfalah.",Al Habib
Very very bad application . Very Slow and not working all the time.,Al Habib
"Worst Experience Ever, even Internet banking is not working.",Al Habib
most disturbing app . what ever you do you don't get OTP .I registered my problem many times but no use.,Al Habib
very bad application,Al Habib
may be one day they will make it work like Meezan online banking. smooth and simple.,Al Habib
not work properly better update,Al Habib
"probably the worst banking app ever, bugs, glitches, poor UI, complicated methods to enable net banking",Al Habib
The most outdated slow and full of errors Bank Al Habib must hire someone to make their application better really disappointed,Al Habib
Useless outdated and too much slow,Al Habib
great app Beautiful work ❤️❤️❤️❤️,Al Habib
does not working today,Al Habib
App is not working properly... How can we done biometric verification??,Al Habib
"The worst mobile app I ever used, third class Services regarding Mobile banking, always strucked when ever trusted this app.",Al Habib
App chaly to review dun 😂😂,Al Habib
What's wrong with this app. it doesn't open up and shows me unable to connect to the server,Al Habib
Most shittist app in pakistan bank industry Always unable to connect Google should need to remove this app from their store Google.. Stop embarrassing yourself for others pathetic actions,Al Habib
So cheep quality app,Al Habib
Bank al habib useful but mostly error unable connect to the server,Al Habib
very poor experience with net banking app,Al Habib
"Showing always error, Not a secure too.",Al Habib
very slow app very bad experience,Al Habib
extremely pathetic application,Al Habib
world gatiya app,Al Habib
Something Went Wrong Please Try Again... I face this problem But it's All Ok Bad Experience 👎👎,Al Habib
"very bad app, total disappointed",Al Habib
My life biggest mistake to have account in this bank they will not help in any procedure call or email just they make fun of u on call every time when u will call diffrenet answer u will get for same problem and blaming customer that he is wrong bad,Al Habib
app is not working good have to wait too long for otp code for transfer and if someone is sending money app is not showing that balance we have to wait long for confirmation,Al Habib
Your performance is great and it is a very good app. Please add the fesco and bill in it. There is no fesco option in that option.,Al Habib
اس موبائل ایپ میں ابھی بہت کچھ کمی ہے نہ ہی آپ اس ایپ سے کسی بھی موبائل نمبر لوڈ کرسکتے ہو اور نہ ہی کسی بھی قسم کا کسی بھی نیٹ ورک کا کوئی بھی موبائل پیکیج کرسکتے ہو ۔ اس ایپلیکیشن کو کافی ضرورت ہے اپگریڈ ہونے کی۔,Al Habib
"As a bank app, this should be very good but it's worse than ordinary cheap apps.",Al Habib
this app is very disappointing me. can't open just showing something went wrong try again later. kindly resolve this issue as soon as possible.,Al Habib
Al Habib excellent future application specially Raast transfer 👏 👌 🙌 👍,Al Habib
unable to connect server issue,Al Habib
Very Poor Banking App Ever I Seen,Al Habib
worst service and experienced i faced ever now i am closing my account from here,Al Habib
worst experience worst service waste is time,Al Habib
Honestly speak worst application I have ever used. you can see the other banks they already upgraded their app with good features and quality. Really disappointed..,Al Habib
very pathetic services. i have sent money to my jazz cash account and didnt recive ....,Al Habib
worst banking app ever slow not user friendly login problems and many more,Al Habib
I am frustrated by using bank Al Habib services. It is out dated.,Al Habib
pathetic service and app always show full of errors when i transfer the money very disappointment.,Al Habib
very good and good quality 👌,Al Habib
worst banking experience,Al Habib
very very bad experience totally untrained staf nobody here to solve issues and take any possible action i already decided to close acount and suggest to anybody not open acount in this bank,Al Habib
"simple pathetic, I changed my phone since then I am trying to perform ""4 fingers touchless biometric verification and I am unable to log in. there is no other options to log in and I am so troubled , dont know how i would be able to get in",Al Habib
worst app in my life all functions are very Very Very bad,Al Habib
Third class application..,Al Habib
"Pathetic service, especially this app.",Al Habib
extremely disappointed poor app,Al Habib
Bad experience..many many times my BAHL app suddenly close during working and problem in log in despite having 5G internet,Al Habib
my apps not open mobile why,Al Habib
Pakistan's no 100000000000000 bank no rules no customer service support useless bank and bank app also . I want to close my account.easypaisa is best then your app .,Al Habib
extreme low quality app and bank..this bank is for only old geyser folks. stuck in 1970s,Al Habib
Worst banking app i would say. Extremely unreliable and at times it would ditch you when you need it the most. Funds transfers do not take place and app logs out during the transactions. Mostly OTPs take ages to arrive that becomes so frustrating,Al Habib
very bad app naa aap transaction ki Rasheed share ker skte.... aur naa aap ko pta k kis ne pese send kiye hn..... account no to aata hai Lekin sath me Naam b hona chahiye,Al Habib
"i m not able to pay my k electric bill it is showing ""permission denied"" please fix this issue 😞",Al Habib
"This Application is like the Unembraced child of Bank Al Habib, trying to prove itself convenient and helpful yet utterly useless and unattended.",Al Habib
not log in,Al Habib
Worst banking app. always Faced error,Al Habib
worst experience always issue in there banking app,Al Habib
"Assalamu Alaikum, when I open the app, an error appears on the screen. What could be the reason? help me please 🙏",Al Habib
Please Add mobile load option and gas Bill 🙏,Al Habib
the app is amazingthanks for solving the issue 😃,Al Habib
this application has been slow working this is not good for me,Al Habib
bad experience bank al Habib banking app never works on time...a lot of glitches...very very poor experience,Al Habib
Hi i have problem opening the app it comes up some connect server errors every other day this app has some different issues if you can solve this thanks,Al Habib
"what's the issue , why server is not connecting for last few hours I have used other banks apps but all are fine. but Bank Al Habib App is not working properly.",Al Habib
not working properly inmy mbl phone,Al Habib
Very Good experience but some time app does not work.,Al Habib
This bank is the most corrupted bank in Pakistan their helpline peoples are illitrate dont have any manners to talk to the costumers even the branch peoples are the same they hold the costumers money till weeks and more to many times it happened when the ATM says transactions not allowed when you call helpline they say in all over Pakistan the debit card problem persists try after one hour and the one hour goes to weeks and the costumers are crying for money please dont open account in this bank,Al Habib
very very bad result of this app this is not working well I am facing same issue since one year,Al Habib
"useless app, when you need to transfer money it stuck. Meezan bank app is way better than this garbage.",Al Habib
One Of the Best option,Al Habib
every time I open the app it gives me error unable to connect to the server,Al Habib
Your app design and options are too old and complicated. Kindly Upgrade your Digital app.,Al Habib
Fake services many charges cut in account no reason boycott this bank,Al Habib
not working since long time i have already complain but no reply from bank,Al Habib
very poor login hi nahi hoti. ho jaey tu process nahi krti.,Al Habib
fake fake worst. again and again brings errors deliberately worst registration salute to meezan app,Al Habib
why this app is not working from last night ???,Al Habib
unable to login since eid day one,Al Habib
one problem on your app daily transaction history date not correct I am transaction march 2 show March 3 please correct this problem on your app,Al Habib
V poor Ap Al Habib not true opt code v big problem 👍 shame alhabib cheap app,Al Habib
very bad bank,Al Habib
"It need Raast investment Id option, raast with iban",Al Habib
"Extremely Disappointing Banking Experience I have had nothing but frustration with Bank Al Habib. Their net banking system is outdated, slow, and unreliable—half the time, it doesn’t work properly. The mobile app feels like it's from a decade ago, full of glitches and poorly designed. The helpline is an absolute disaster. Long wait times, unhelpful staff, and no real solutions to problems. Instead of resolving issues, they keep redirecting you, making banking an exhausting experience.",Al Habib
cant open my app. its say there a bug. try contacting developer,Al Habib
cant Connect to server,Al Habib
bhot he bakwaz bank hai flato main charges cut kr raha hota hai account sa if your are new don't open your account in this bank,Al Habib
"Slow, Has lots of bugs, Worst user interface, Worst user experience.",Al Habib
bakwas app all the time,Al Habib
I've been unable to make any transactions. now the app has stopped working altogether.,Al Habib
love you so very much,Al Habib
"Getting the functional issue when i go to pay the lesco bill, and getting the ""UPI transfer failed"". Getting this issue almost more then a year. i don't know why the team never seen this issue on banking app. steps. 1. select biller name. (Lesco account already added) 2. account number field will appear. 3. once try to select the account from from drop down menu, its getting error ""UPI transfer failed"". device name: Redmi note 12 please fix this issue as soon as possible.",Al Habib
"Very Inconvenient.. If you are a mobile banking user don't go for Bahl their User Interface is not user friendly, Even mobile wallet offer better application.",Al Habib
"whenever i withdraw cash, remaining balance show unclear 😒",Al Habib
koi bhi hacker asani sy hack kar sakta hai,Al Habib
"The worst banking app I ever used, transaction automatically cancel plus app also close automatically,",Al Habib
the best app,Al Habib
Bht hi bekar app hy please bhai.... kisi dhang k bande se app banwa lo. itna bara group hy apka. or utni hi ghatya tareen app hy.,Al Habib
mashallah ❤️😍 zabardst,Al Habib
one of the worst banking app in Pakistan especially when you try for bio-matric verification.,Al Habib
"worst app, I can't even login because the biometric verification is faulty. I have accounts in other banks as well and I have performed biometric verification for them through their app which never caused any problem. I called the contact centre and they told me to go to the branch for bio verification again, I have already done biometric verification twice at the bank and now I have to go again to do the same thing. So much inconvenience just to make your account operational, really disappoint",Al Habib
"very bad supporting system. app is not working properly. got error in transactions, and no one is responding back on the complaints. I am calling on the customer service number, and it says the number is busy on another call. continuously.",Al Habib
A lot of bugs. Speed and many other things need to be improved.,Al Habib
How can I delete Previous Device My App not work in my new phone,Al Habib
worst application and customer service too..,Al Habib
bad service provided by Bank Al Habib..not customer friendly application...bank staff behaviour Very unprofessional,Al Habib
"worst app, same as worst bank in Pakistan I regret",Al Habib
increase saving %,Al Habib
Many things need to fixed,Al Habib
"worst app I didn't login to my account for 1 year frequently error occurs, app shows that otp are sent to your email or phone but it didn't come here ....",Al Habib
Good app 👍,Al Habib
"the sole purpose of this app is to ask the consumer to call bank alhabib for the transaction, verification, or logging in. download it. waste your time and watch the precious screen telling you that you need to visit the bank for this and that purpose. utterly useless",Al Habib
I am way too disappointed to see the king of banks has a pathetic banking application which has alot bugs and they need to be fixed asap but thanks to them they doesn't use there own application so that they know about its bugs,Al Habib
this app is not verify my biomatric verification,Al Habib
application is not working,Al Habib
very nice excellent 👍,Al Habib
"it logs me out and when I try to log in it's gives error. I tried uninstall it, reinstall it ,called call center multiple times, doesn't renew password, gives technical difficulties error. very bad app, not smooth at all. worst app ever!!!",Al Habib
I have lost my bahl app password now a new password provided by call center but unable to change password. The new password change screen hangs up kindly check and resolve issue.,Al Habib
very bad experience my bank Al Habib account is 11 years old but ...3-4 months net banking using problem but this is not resolved over 4 months.lots of I called help line,Al Habib
very Good experience,Al Habib
very bad experience with the app. bombardment of messages and emails. trying to login from two days but in vain so far.,Al Habib
Bank Al Habib ek hi bahut hi Bada dhokebaaz Bank hai jo rojana ke 3000 tax Kat leta hai account se koi bhi apna account is Bank mein na open karvayen,Al Habib
In electricity bill option there is no sub option of IESCO all other electricity companies available but IESCO couldn't available please sort this problem,Al Habib
بل کل ہی فارق ایپ ہے سروس بھی گھٹیا ہے بینک الحبیب انکی سروس بینڈ ہی ہو جائے پاکستان سے چلے جائیں تو اچھا ہے.,Al Habib
this app is very good working but some time is slow work,Al Habib
"I, have been old customer of bank Al Habib limited, but due to their mobile app issues and crashing and ir responsiveness I am closing all my accounts with my Friends and families from bank Al habib",Al Habib
so very nice app,Al Habib
رمضان سے ایک دن پہلے ایپلیکیشن میں مسئلہ آیا جو امید ہے عید الاضحی تک حل ہو جائے ، اب لگ رہا ہے کہ بینک الحبیب کو الوداع کہنے کا وقت آگیا ہے ۔,Al Habib
Good work good transfer,Al Habib
