Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
100,Kotak,Its going to be 5 years since I'm using the savings account from Kotak Mahindra bank because i like their service and my salary also getting credited to this account. I'm fine with the net banking and mobile app facility. I just visited the branch once for changing my mobile number and their service is very good in their branch also.,5.0,branches,fine,positive,SUPPORT#GENERAL,SUPPORT
101,SBI,"When compared to earlier, now SBI is providing good service. I have been holding this account for more than 3-4 years and which have opened for my personal use. No need to maintain a minimum balance account. The branch service is fine and near from my home to reach.",5.0,service,good,positive,SERVICE#GENERAL,SERVICE
101,SBI,"When compared to earlier, now SBI is providing good service. I have been holding this account for more than 3-4 years and which have opened for my personal use. No need to maintain a minimum balance account. The branch service is fine and near from my home to reach.",5.0,balance account,no need to maintain,positive,SOFTWARE#GENERAL,SOFTWARE
101,SBI,"When compared to earlier, now SBI is providing good service. I have been holding this account for more than 3-4 years and which have opened for my personal use. No need to maintain a minimum balance account. The branch service is fine and near from my home to reach.",5.0,branches service,fine,positive,SERVICE#GENERAL,SERVICE
102,HDFC Bank,Using my savings account with HDFC bank for almost 5 years. I am maintaining a minimum balance of Rs. 2500 which is mandatory even though its a salary account. Sometimes I'm facing a issue like they are charging me a high amount if I'm not maintaining the balance. I can find the branches in all the places.,5.0,savings account,using,positive,SOFTWARE#GENERAL,SOFTWARE
102,HDFC Bank,Using my savings account with HDFC bank for almost 5 years. I am maintaining a minimum balance of Rs. 2500 which is mandatory even though its a salary account. Sometimes I'm facing a issue like they are charging me a high amount if I'm not maintaining the balance. I can find the branches in all the places.,5.0,balance,NULL,negative,LAPTOP#OPERATION_PERFORMANCE,LAPTOP
103,Canara Bank,Canara Bank before I was using as salary account but after shifting my company cannot use this account for further and I am yet to  convert into saving account. I am holding account  for past 10 years. There is SMS charge applicable of 12 rupees which is nominal. ATM charge is 22 rupees. I am using both mobile app and net banking are user friendly to access.,5.0,SMS charge,non-immediate,negative,SMS#QUALITY,COMMUNICATION
103,Canara Bank,Canara Bank before I was using as salary account but after shifting my company cannot use this account for further and I am yet to  convert into saving account. I am holding account  for past 10 years. There is SMS charge applicable of 12 rupees which is nominal. ATM charge is 22 rupees. I am using both mobile app and net banking are user friendly to access.,5.0,A ATM charge,friendly,negative,SPORTS#QUALITY,OTHER
104,HDFC Bank,I am holding salary account with HDFC past 1 year. Since its salary account  no need to maintain a minimum balance amount. I can do transaction of  5 times if exceed ATM  charges of 22 rupees. Mobile app is not user friendly and I am facing server issue.  The customer service is not good in response.,5.0,salary account,need to maintain a minimum balance amount,positive,LAPTOP#GENERAL,LAPTOP
104,HDFC Bank,I am holding salary account with HDFC past 1 year. Since its salary account  no need to maintain a minimum balance amount. I can do transaction of  5 times if exceed ATM  charges of 22 rupees. Mobile app is not user friendly and I am facing server issue.  The customer service is not good in response.,5.0,Mobile app,not user friendly,negative,SOFTWARE#USABILITY,SOFTWARE
104,HDFC Bank,I am holding salary account with HDFC past 1 year. Since its salary account  no need to maintain a minimum balance amount. I can do transaction of  5 times if exceed ATM  charges of 22 rupees. Mobile app is not user friendly and I am facing server issue.  The customer service is not good in response.,5.0,server issue,facing,negative,SOFTWARE#USABILITY,SOFTWARE
104,HDFC Bank,I am holding salary account with HDFC past 1 year. Since its salary account  no need to maintain a minimum balance amount. I can do transaction of  5 times if exceed ATM  charges of 22 rupees. Mobile app is not user friendly and I am facing server issue.  The customer service is not good in response.,5.0,customer service,not good,negative,SUPPORT#GENERAL,SUPPORT
105,review,"I have been using an account as saving in DENA bank for past 7 years. Need to maintain a minimum amount of  4- 5K  if not some charges are applicable. Many times I visit branches , their service is good, I am not using mobile app  and net banking service yet. I get offers message often.",3.0,account,saving,positive,SOFTWARE#GENERAL,SOFTWARE
105,review,"I have been using an account as saving in DENA bank for past 7 years. Need to maintain a minimum amount of  4- 5K  if not some charges are applicable. Many times I visit branches , their service is good, I am not using mobile app  and net banking service yet. I get offers message often.",3.0,service,good,positive,SERVICE#GENERAL,SERVICE
106,HDFC Bank,I am holding a savings account  for my personal need in HDFC  bank for more than 4 years. There is no hidden charges in this bank. Need to maintain a minimum balance amount of 10K in account if not charges are applicable of 800 rupees plus GST. I am using net banking and it is user friendly to access.,3.0,savings account,NULL,positive,SOFTWARE#GENERAL,SOFTWARE
106,HDFC Bank,I am holding a savings account  for my personal need in HDFC  bank for more than 4 years. There is no hidden charges in this bank. Need to maintain a minimum balance amount of 10K in account if not charges are applicable of 800 rupees plus GST. I am using net banking and it is user friendly to access.,3.0,hidden charges,NULL,positive,CHARTER#GENERAL,OTHER
106,HDFC Bank,I am holding a savings account  for my personal need in HDFC  bank for more than 4 years. There is no hidden charges in this bank. Need to maintain a minimum balance amount of 10K in account if not charges are applicable of 800 rupees plus GST. I am using net banking and it is user friendly to access.,3.0,net banking,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
107,review,I am holding saving account from CORPORATION BANK  past  9 years. Need to maintain a minimum balance of 500 rupees. If not some charge would be applicable. ATM and branches service are good. I do get alert message on time for each transaction. But there are not sending any offers message.,5.0,ATM,good,positive,SUPPORT#GENERAL,SUPPORT
107,review,I am holding saving account from CORPORATION BANK  past  9 years. Need to maintain a minimum balance of 500 rupees. If not some charge would be applicable. ATM and branches service are good. I do get alert message on time for each transaction. But there are not sending any offers message.,5.0,branches service,good,positive,SERVICE#GENERAL,SERVICE
108,Kotak,"Recently I opened a saving account from KOTAK bank on last December and I need to maintain a minimum amount of 10K. It is 811 online saving account with nominal charges of 5%, Atm and branch's are near from my home. So far I got 2 -3 times offer messages from their end.",4.0,saving account,NULL,neutral,SUPPORT#GENERAL,SUPPORT
108,Kotak,"Recently I opened a saving account from KOTAK bank on last December and I need to maintain a minimum amount of 10K. It is 811 online saving account with nominal charges of 5%, Atm and branch's are near from my home. So far I got 2 -3 times offer messages from their end.",4.0,811 online saving account,NULL,neutral,SUPPORT#GENERAL,SUPPORT
109,Axis Bank,My savings account was chosen in Axis bank and i have opened the account in the year of 2013. It was my previous company salary account after that i have converted into savings account. Its a zero balance account to use. Branch response was good and the staffs are very helpful. I find the branches and ATMs in almost all the places.,5.0,savings account,zero balance account,positive,SOFTWARE#GENERAL,SOFTWARE
109,Axis Bank,My savings account was chosen in Axis bank and i have opened the account in the year of 2013. It was my previous company salary account after that i have converted into savings account. Its a zero balance account to use. Branch response was good and the staffs are very helpful. I find the branches and ATMs in almost all the places.,5.0,staffs,helpful,positive,SERVICE#GENERAL,SERVICE
110,HDFC Bank,"10 years ago, i have opened the salary account from HDFC and it was offered by my company. I don't need to maintain any minimum balance. Its very good use the net banking facility. I have visited their branch and the response is good. The branch is not that much crowded. Only drawback is I can do only limited transaction from other bank ATM.",4.0,salary account,good,positive,SUPPORT#GENERAL,SUPPORT
110,HDFC Bank,"10 years ago, i have opened the salary account from HDFC and it was offered by my company. I don't need to maintain any minimum balance. Its very good use the net banking facility. I have visited their branch and the response is good. The branch is not that much crowded. Only drawback is I can do only limited transaction from other bank ATM.",4.0,net banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
110,HDFC Bank,"10 years ago, i have opened the salary account from HDFC and it was offered by my company. I don't need to maintain any minimum balance. Its very good use the net banking facility. I have visited their branch and the response is good. The branch is not that much crowded. Only drawback is I can do only limited transaction from other bank ATM.",4.0,branche,good,positive,SUPPORT#GENERAL,SUPPORT
110,HDFC Bank,"10 years ago, i have opened the salary account from HDFC and it was offered by my company. I don't need to maintain any minimum balance. Its very good use the net banking facility. I have visited their branch and the response is good. The branch is not that much crowded. Only drawback is I can do only limited transaction from other bank ATM.",4.0,response,good,positive,SUPPORT#GENERAL,SUPPORT
111,HDFC Bank,"I have opened the salary account about 6 years ago. I have never faced any issues till now. If i have any questions, its a long way of connecting with them and sometimes, they used to hung up the call while customer is talking. Its fine to use the net banking facility and they don't charge me any hidden charges. The transactions are smooth.",4.0,salary account,fine,positive,SUPPORT#GENERAL,SUPPORT
112,SBI,"My savings account was opened in SBI, last 5 years ago because Prime Minister Modi asked every citizen from India needs to open an account in State Bank of India. When i was opened the account, there is no minimum balance is to be maintained but after 2 years, they asked me to hold a minimum balance of Rs. 5000 but they don't deduct any hidden charges.",4.0,savings account,no minimum balance is to be maintained,neutral,SUPPORT#GENERAL,SUPPORT
112,SBI,"My savings account was opened in SBI, last 5 years ago because Prime Minister Modi asked every citizen from India needs to open an account in State Bank of India. When i was opened the account, there is no minimum balance is to be maintained but after 2 years, they asked me to hold a minimum balance of Rs. 5000 but they don't deduct any hidden charges.",4.0,SBI,NULL,neutral,SUPPORT#GENERAL,SUPPORT
113,HDFC Bank,I maintain my salary  account from HDFC past 9-10 months.  I got an option to open account from my company. The branch is 2KM distance from my home. Atm service is good. Really good at their own place. I am getting good  loans and card offers from their end.,5.0,salary account,maintain,positive,SUPPORT#GENERAL,SUPPORT
113,HDFC Bank,I maintain my salary  account from HDFC past 9-10 months.  I got an option to open account from my company. The branch is 2KM distance from my home. Atm service is good. Really good at their own place. I am getting good  loans and card offers from their end.,5.0,atm service,good,positive,SERVICE#GENERAL,SERVICE
114,SBI,"I am having my saving account for past 9-10 years. Since  most of my family members opened an account here and service is good so I preferred this bank. I need to maintain minimum amount of  3K, if not minimum charge applicable of 15 rupees for 3 months once.  The branch is quite far from my place. I am not getting any offers so far.",5.0,service,good,positive,SERVICE#GENERAL,SERVICE
114,SBI,"I am having my saving account for past 9-10 years. Since  most of my family members opened an account here and service is good so I preferred this bank. I need to maintain minimum amount of  3K, if not minimum charge applicable of 15 rupees for 3 months once.  The branch is quite far from my place. I am not getting any offers so far.",5.0,bank,favored,positive,SUPPORT#GENERAL,SUPPORT
114,SBI,"I am having my saving account for past 9-10 years. Since  most of my family members opened an account here and service is good so I preferred this bank. I need to maintain minimum amount of  3K, if not minimum charge applicable of 15 rupees for 3 months once.  The branch is quite far from my place. I am not getting any offers so far.",5.0,charge,NULL,negative,CHARGE#QUALITY,CHARGE
115,IDBI,IDBI bank account benefits are not good hence i rarely use this account now. My savings account was opened in the year of 2012. Its a zero balance account to use. They don't have any mobile app facility. Branch response was not that much good when i visit the branch to open the account and lot of hassle was there.,2.0,IDBI bank account benefits,not good,negative,SUPPORT#GENERAL,SUPPORT
115,IDBI,IDBI bank account benefits are not good hence i rarely use this account now. My savings account was opened in the year of 2012. Its a zero balance account to use. They don't have any mobile app facility. Branch response was not that much good when i visit the branch to open the account and lot of hassle was there.,2.0,savings account,NULL,negative,LAPTOP#GENERAL,LAPTOP
115,IDBI,IDBI bank account benefits are not good hence i rarely use this account now. My savings account was opened in the year of 2012. Its a zero balance account to use. They don't have any mobile app facility. Branch response was not that much good when i visit the branch to open the account and lot of hassle was there.,2.0,mobile app facility,NULL,negative,SOFTWARE#GENERAL,SOFTWARE
115,IDBI,IDBI bank account benefits are not good hence i rarely use this account now. My savings account was opened in the year of 2012. Its a zero balance account to use. They don't have any mobile app facility. Branch response was not that much good when i visit the branch to open the account and lot of hassle was there.,2.0,branche response,not that much good,negative,SERVICE#GENERAL,SERVICE
116,review,"DBS is awesome bank and i never had any complaints from this bank. They have done a paperless account opening. Based on the benefits, i have selected this account because the RD interest rates are good. In fact, i can make the payment directly to the shops and their app is very friendly to use. Every month i used to get Rs. 750 if i do maintain a balance of Rs. 10000 and they have their terms and conditions to get a cashbacks.",5.0,bank,awesome,positive,SUPPORT#GENERAL,SUPPORT
116,review,"DBS is awesome bank and i never had any complaints from this bank. They have done a paperless account opening. Based on the benefits, i have selected this account because the RD interest rates are good. In fact, i can make the payment directly to the shops and their app is very friendly to use. Every month i used to get Rs. 750 if i do maintain a balance of Rs. 10000 and they have their terms and conditions to get a cashbacks.",5.0,RD interest rates,good,positive,PRICE#GENERAL,PRICE
116,review,"DBS is awesome bank and i never had any complaints from this bank. They have done a paperless account opening. Based on the benefits, i have selected this account because the RD interest rates are good. In fact, i can make the payment directly to the shops and their app is very friendly to use. Every month i used to get Rs. 750 if i do maintain a balance of Rs. 10000 and they have their terms and conditions to get a cashbacks.",5.0,app,friendly,positive,SOFTWARE#USABILITY,SOFTWARE
117,SBI,"When i was doing my studies, i have opened the savings account from State Bank of India. From my college itself, they have opened this account because branch is available on my campus. I need to maintain a minimum balance of Rs. 2500. The branch response was good when i was visited 2 years before.",5.0,savings account,opened,positive,SUPPORT#GENERAL,SUPPORT
117,SBI,"When i was doing my studies, i have opened the savings account from State Bank of India. From my college itself, they have opened this account because branch is available on my campus. I need to maintain a minimum balance of Rs. 2500. The branch response was good when i was visited 2 years before.",5.0,bank,available,positive,SUPPORT#GENERAL,SUPPORT
117,SBI,"When i was doing my studies, i have opened the savings account from State Bank of India. From my college itself, they have opened this account because branch is available on my campus. I need to maintain a minimum balance of Rs. 2500. The branch response was good when i was visited 2 years before.",5.0,balance,good,positive,BATTERY#OPERATION_PERFORMANCE,BATTERY
118,HDFC Bank,"When I was working in previous company, they had opened a salary account from HDFC Bank and I maintain it for the past 1 year. But suddenly I changed to other company so opened other account for salary. I am yet to convert HDFC account into savings. As of now, this is in active and I didn't come across any hidden charge from this bank.",5.0,HDFC account,active,negative,SUPPORT#GENERAL,SUPPORT
119,Axis Bank,AXIS has provided a chance to open a salary account and I maintain for past 6 months. There is no hidden charges in this bank. It is a  zero balance account. I use to get an alert message on time  from bank whenever I do a transactions. There is no proper follow up because few months before I was applied a loan but no update from their end for further.,4.0,bank,no hidden charges,positive,SUPPORT#GENERAL,SUPPORT
120,review,"IOB mobile app is not much user friendly to access and its not up to the mark. I am holding this account for more than 5 years. Before it was salary account since changed to other company, so converted this account in to saving. ATM charges applicable of 20 rupees on 6 months once and transaction charge is applicable.",3.5,IOB mobile app,not much user friendly,negative,SOFTWARE#USABILITY,SOFTWARE
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,salary account,easy,positive,SUPPORT#GENERAL,SUPPORT
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,mobile app,easy,positive,SOFTWARE#GENERAL,SOFTWARE
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,net banking,easy,positive,SOFTWARE#GENERAL,SOFTWARE
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,alert message,easy,positive,SUPPORT#GENERAL,SUPPORT
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,mail,easy,positive,SUPPORT#GENERAL,SUPPORT
121,Axis Bank,I have a salary account with AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,5.0,card offers,easy,positive,SUPPORT#GENERAL,SUPPORT
122,review,"On my personal need, I opened a saving account from INDIAN Bank which am holding it for past 10 years. Banker  has suggested to open an account and also branch was near to my home. Need to maintain minimum of 1000 rupees if not charges are applicable of 100 to 120 rupees. I am using only net banking service.",5.0,saving account,NULL,positive,SUPPORT#GENERAL,SUPPORT
122,review,"On my personal need, I opened a saving account from INDIAN Bank which am holding it for past 10 years. Banker  has suggested to open an account and also branch was near to my home. Need to maintain minimum of 1000 rupees if not charges are applicable of 100 to 120 rupees. I am using only net banking service.",5.0,BANKER,suggested to open,positive,SERVICE#GENERAL,SERVICE
122,review,"On my personal need, I opened a saving account from INDIAN Bank which am holding it for past 10 years. Banker  has suggested to open an account and also branch was near to my home. Need to maintain minimum of 1000 rupees if not charges are applicable of 100 to 120 rupees. I am using only net banking service.",5.0,banker,suggested to open,positive,SERVICE#GENERAL,SERVICE
122,review,"On my personal need, I opened a saving account from INDIAN Bank which am holding it for past 10 years. Banker  has suggested to open an account and also branch was near to my home. Need to maintain minimum of 1000 rupees if not charges are applicable of 100 to 120 rupees. I am using only net banking service.",5.0,charges,applicable,negative,CHARGE#GENERAL,CHARGE
123,SBI,I am holding a salary account  in SBI for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,5.0,salary account,no hidden charges,positive,SUPPORT#GENERAL,SUPPORT
123,SBI,I am holding a salary account  in SBI for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,5.0,zero balance account,NULL,positive,SUPPORT#GENERAL,SUPPORT
123,SBI,I am holding a salary account  in SBI for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,5.0,net banking,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
123,SBI,I am holding a salary account  in SBI for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,5.0,alert messages,NULL,positive,SUPPORT#GENERAL,SUPPORT
124,review,I have been using the savings account from Syndicate bank  and i opened this account 3 years ago based on my friend's recommendation. I don't use their net banking facility and mobile app. I never visited their branch till now nor contacting the customer care. I need to hold a minimum balance of Rs. 1000. Bank transactions are smooth.,5.0,savings account,smooth,positive,SOFTWARE#GENERAL,SOFTWARE
124,review,I have been using the savings account from Syndicate bank  and i opened this account 3 years ago based on my friend's recommendation. I don't use their net banking facility and mobile app. I never visited their branch till now nor contacting the customer care. I need to hold a minimum balance of Rs. 1000. Bank transactions are smooth.,5.0,net banking facility,no,negative,SUPPORT#GENERAL,SUPPORT
124,review,I have been using the savings account from Syndicate bank  and i opened this account 3 years ago based on my friend's recommendation. I don't use their net banking facility and mobile app. I never visited their branch till now nor contacting the customer care. I need to hold a minimum balance of Rs. 1000. Bank transactions are smooth.,5.0,mobile app,no,negative,SOFTWARE#GENERAL,SOFTWARE
125,Axis Bank,Axis bank sales executive came to my company and opened a salary account for me. Its been 2 years and am using as zero balance account. Their net banking facility is best and its easy to access the mobile app too. I get a notification immediately whenever I'm doing the transaction. I never visited their branch till now but their call centre response is good.,5.0,net banking facility,best,positive,SUPPORT#GENERAL,SUPPORT
125,Axis Bank,Axis bank sales executive came to my company and opened a salary account for me. Its been 2 years and am using as zero balance account. Their net banking facility is best and its easy to access the mobile app too. I get a notification immediately whenever I'm doing the transaction. I never visited their branch till now but their call centre response is good.,5.0,mobile app,easy,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
125,Axis Bank,Axis bank sales executive came to my company and opened a salary account for me. Its been 2 years and am using as zero balance account. Their net banking facility is best and its easy to access the mobile app too. I get a notification immediately whenever I'm doing the transaction. I never visited their branch till now but their call centre response is good.,5.0,call centre response,good,positive,SUPPORT#GENERAL,SUPPORT
126,review,"4 years ago, i have opened the salary account from Standard Chartered bank because from my company side they have provided this account. Its a zero balance account to use. They have provided me a app which is briefly mentioned everything. In the branch, the response is good. ATM facility is not available in all the places but they have given me a facility of unlimited withdrawals in all the bank ATM without any additional charges.",5.0,salary account,NULL,positive,SUPPORT#GENERAL,SUPPORT
126,review,"4 years ago, i have opened the salary account from Standard Chartered bank because from my company side they have provided this account. Its a zero balance account to use. They have provided me a app which is briefly mentioned everything. In the branch, the response is good. ATM facility is not available in all the places but they have given me a facility of unlimited withdrawals in all the bank ATM without any additional charges.",5.0,app,good,positive,SOFTWARE#GENERAL,SOFTWARE
126,review,"4 years ago, i have opened the salary account from Standard Chartered bank because from my company side they have provided this account. Its a zero balance account to use. They have provided me a app which is briefly mentioned everything. In the branch, the response is good. ATM facility is not available in all the places but they have given me a facility of unlimited withdrawals in all the bank ATM without any additional charges.",5.0,NULL,NULL,positive,SOFTWARE#GENERAL,SOFTWARE
127,review,"When I was working in previous company , they told to open a salary account with ANDHRA bank and I maintain an account for the past 3 years. Since I changed to other company this account as converted now as saving account.  Its zero balance account. ATM charges are applicable. But there is no much ATM is avail in my city.",5.0,account,zero balance,neutral,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
128,HDFC Bank,I am holding a salary account in HDFC for more than one year. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. On quarterly basis charges are applicable of 30 rupees for SMS charges and ATM charge is applicable of if I use more than 5 times in a month.,5.0,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
128,HDFC Bank,I am holding a salary account in HDFC for more than one year. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. On quarterly basis charges are applicable of 30 rupees for SMS charges and ATM charge is applicable of if I use more than 5 times in a month.,5.0,mobile app,friendly,positive,SOFTWARE#USABILITY,SOFTWARE
128,HDFC Bank,I am holding a salary account in HDFC for more than one year. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. On quarterly basis charges are applicable of 30 rupees for SMS charges and ATM charge is applicable of if I use more than 5 times in a month.,5.0,SMS charges,applicable of 30 rupees,positive,SMS#USABILITY,COMMUNICATION
128,HDFC Bank,I am holding a salary account in HDFC for more than one year. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. On quarterly basis charges are applicable of 30 rupees for SMS charges and ATM charge is applicable of if I use more than 5 times in a month.,5.0,ATM charge,applicable of if I use more than 5 times in a month,positive,SPORTS#USABILITY,OTHER
129,review,"Almost 7 years, i have been using the salary account from Indian Overseas Bank and i have chosen this bank because it will not be much crowded as other banks. They don't deduct any kind of hidden charges. I need to maintain a minimum balance of Rs. 1000. Net banking facility is not that much advanced which can be improved.",2.0,salary account,not that much advanced,positive,SUPPORT#GENERAL,SUPPORT
129,review,"Almost 7 years, i have been using the salary account from Indian Overseas Bank and i have chosen this bank because it will not be much crowded as other banks. They don't deduct any kind of hidden charges. I need to maintain a minimum balance of Rs. 1000. Net banking facility is not that much advanced which can be improved.",2.0,Net banking facility,not that much advanced,neutral,SUPPORT#GENERAL,SUPPORT
130,HDFC Bank,My company has given option to maintain my salary account in HDFC bank. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 rupees. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,5.0,salary account,low,positive,SALARY#GENERAL,OTHER
130,HDFC Bank,My company has given option to maintain my salary account in HDFC bank. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 rupees. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,5.0,atm,near,positive,AMBIENCE#GENERAL,OTHER
130,HDFC Bank,My company has given option to maintain my salary account in HDFC bank. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 rupees. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,5.0,branches,near,positive,AMBIENCE#GENERAL,OTHER
130,HDFC Bank,My company has given option to maintain my salary account in HDFC bank. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 rupees. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,5.0,Mobile app,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
130,HDFC Bank,My company has given option to maintain my salary account in HDFC bank. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 rupees. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,5.0,net banking,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
131,review,"I have been using savings account with KARNATAKA Bank since 2011. This is only savings account,  so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",5.0,savings account,no need to maintain minimum balance,positive,SOFTWARE#GENERAL,SOFTWARE
131,review,"I have been using savings account with KARNATAKA Bank since 2011. This is only savings account,  so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
131,review,"I have been using savings account with KARNATAKA Bank since 2011. This is only savings account,  so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",5.0,responsiveness,good,positive,SUPPORT#GENERAL,SUPPORT
132,review,"From INDIAN OVERSEAS BANK, i am using savings account more than 15 years. There is card charges, i am maintaining Rs. 1000 in this bank.  I am using mobile app and net banking.  They are good in alert messages whenever I do a transactions. ATMs and branches are near to my residence.",5.0,savings account,using,positive,SOFTWARE#GENERAL,SOFTWARE
132,review,"From INDIAN OVERSEAS BANK, i am using savings account more than 15 years. There is card charges, i am maintaining Rs. 1000 in this bank.  I am using mobile app and net banking.  They are good in alert messages whenever I do a transactions. ATMs and branches are near to my residence.",5.0,card charges,NULL,negative,CHARTER#GENERAL,OTHER
132,review,"From INDIAN OVERSEAS BANK, i am using savings account more than 15 years. There is card charges, i am maintaining Rs. 1000 in this bank.  I am using mobile app and net banking.  They are good in alert messages whenever I do a transactions. ATMs and branches are near to my residence.",5.0,mobile app,good,positive,SOFTWARE#GENERAL,SOFTWARE
132,review,"From INDIAN OVERSEAS BANK, i am using savings account more than 15 years. There is card charges, i am maintaining Rs. 1000 in this bank.  I am using mobile app and net banking.  They are good in alert messages whenever I do a transactions. ATMs and branches are near to my residence.",5.0,net banking,good,positive,SOFTWARE#GENERAL,SOFTWARE
133,Punjab National Bank,"Recently i have taken PNB savings account, they told me to maintain a balance of Rs. 1500 even though I'm maintaining minimum balance, they are deducting lots of hidden charges . ATM and branch is near to my home, Their customer service is giving proper response.",5.0,PNB savings account,deducting lots of hidden charges,negative,SUPPORT#GENERAL,SUPPORT
133,Punjab National Bank,"Recently i have taken PNB savings account, they told me to maintain a balance of Rs. 1500 even though I'm maintaining minimum balance, they are deducting lots of hidden charges . ATM and branch is near to my home, Their customer service is giving proper response.",5.0,ATM,close to my home,negative,SUPPORT#GENERAL,SUPPORT
133,Punjab National Bank,"Recently i have taken PNB savings account, they told me to maintain a balance of Rs. 1500 even though I'm maintaining minimum balance, they are deducting lots of hidden charges . ATM and branch is near to my home, Their customer service is giving proper response.",5.0,branches,close to my home,positive,RESTAURANT#GENERAL,OTHER
133,Punjab National Bank,"Recently i have taken PNB savings account, they told me to maintain a balance of Rs. 1500 even though I'm maintaining minimum balance, they are deducting lots of hidden charges . ATM and branch is near to my home, Their customer service is giving proper response.",5.0,customer service,giving proper response,positive,SERVICE#GENERAL,SERVICE
134,review,I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,5.0,Standard Chartered Bank salary account,used much frequently,positive,SOFTWARE#GENERAL,SOFTWARE
134,review,I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,5.0,net banking service,used,positive,SUPPORT#GENERAL,SUPPORT
